ID,FORM,LEMMA,UPOS,XPOS,FEATS,Pronunciation
9,ٿي,ٿي,VERB,VB,XPOS =,thee
10,.,.,PERIOD,-,XPOS =,Pooro Dam
1,گلن,گل,NOUN,NNS,XPOS =,gulan
2,جي,جي,ADP,IN,XPOS =,Je
3,خوشبوءِ,خوشبوءِ,NOUN,NN,XPOS =,Khushbooe
4,ماحول,ماحول,NOUN,NN,XPOS =,Maahol
5,کي,کي,ADP,IN,XPOS =,khe
6,بهتر,بهتر,ADJ,JJ,XPOS =,Behtar
7,ڪري,ڪر,VERB,VB,XPOS =,karay
8,ڇڏي,ڇڏ,VERB,VB,XPOS =,chhaday
9,ٿي,ٿي,VERB,VB,XPOS =,thee
10,.,.,PERIOD,-,XPOS =,Pooro Dam
1,گلن,گل,NOUN,NNS,XPOS =,gulan
2,جي,جي,ADP,IN,XPOS =,Je
3,خوشبوءِ,خوشبوءِ,NOUN,NN,XPOS =,Khushbooe
4,ماحول,ماحول,NOUN,NN,XPOS =,Maahol
5,کي,کي,ADP,IN,XPOS =,khe
6,خوشگوار,خوش,ADJ,JJ,XPOS =,Khushgawaar
7,ڪري,ڪر,VERB,VB,XPOS =,karay
8,ڇڏي,ڇڏ,VERB,VB,XPOS =,chhaday
9,ٿي,ٿي,VERB,VB,XPOS =,thee
10,.,.,PERIOD,-,XPOS =,Pooro Dam
1,گلن,گل,NOUN,NNS,XPOS =,gulan
2,جي,جي,ADP,IN,XPOS =,Je
3,خوشبوءِ,خوشبوءِ,NOUN,NN,XPOS =,Khushbooe
4,آسپاس,آس,NOUN,NN,XPOS =,Aaspaas
5,جي,جي,ADP,IN,XPOS =,Je
6,ماحول,ماحول,NOUN,NN,XPOS =,Maahol
7,کي,کي,ADP,IN,XPOS =,khe
8,سٺو,سٺو,ADJ,JJ,XPOS =,Sutho
9,ڪري,ڪر,VERB,VB,XPOS =,karay
10,ڇڏي,ڇڏ,VERB,VB,XPOS =,chhaday
11,ٿي,ٿي,VERB,VB,XPOS =,thee
12,.,.,PERIOD,-,XPOS =,Pooro Dam
1,گلابي,گلاب,ADJ,JJ,XPOS =,gulabi
2,رنگ,رنگ,NOUN,NN,XPOS =,Rang
3,جي,جي,ADP,IN,XPOS =,Je
4,چادر,چادر,NOUN,NN,XPOS =,Chaadar
5,سٺي,سٺي,ADJ,JJ,XPOS =,Suthi
6,آهي,آهي,AUX,VB,XPOS =,Aahay
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,گلاب,گلاب,PROPN,NNP,XPOS =,Gulaab
2,جو,جو,ADP,IN,XPOS =,Jo
3,گل,گل,NOUN,NN,XPOS =,Gul
4,بهترين,بهتر,ADJ,JJ,XPOS =,Behtareen
5,گلاب,گلاب,PROPN,NNP,XPOS =,Gulaab
6,آهي,آهي,AUX,VB,XPOS =,Aahay
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,گرمي,گرم,NOUN,NN,XPOS =,Garmi
2,۾,۾,ADP,IN,XPOS =,Me
3,پاڻي,پاڻي,NOUN,NN,XPOS =,paani
4,تمام,تمام,ADV,RB,XPOS =,Tamam
5,گھڻو,گھڻو,ADJ,JJ,XPOS =,Ghanno
6,پيئجي,پيءَ,VERB,VB,XPOS =,peejay
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,گدڙ,گدڙ,PROPN,NNP,XPOS =,gidar
2,جي,جي,ADP,IN,XPOS =,Je
3,سئو,سئو,NUM,CD,XPOS =,Sao
4,سال,سال,NOUN,NN,XPOS =,Saal
5,جي,جي,ADP,IN,XPOS =,Je
6,زندگي,زندگي,NOUN,NN,XPOS =,Zindagi
7,کان,کان,ADP,IN,XPOS =,khaan
8,شينهن,شينهن,PROPN,NNP,XPOS =,Sheenhn
9,جي,جي,ADP,IN,XPOS =,Je
10,هڪ,هڪ,NUM,CD,XPOS =,Hik
11,ڏينهن,ڏينهن,NOUN,NN,XPOS =,Ddeenhn
12,جي,جي,ADP,IN,XPOS =,Je
13,زندگي,زندگي,NOUN,NN,XPOS =,Zindagi
14,بهتر,بهتر,ADJ,JJ,XPOS =,Behtar
15,آهي,آهي,AUX,VB,XPOS =,Aahay
16,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪو,ڪو,DET,DT,XPOS =,ko
2,ڪيئن,ڪيئن,ADV,RB,XPOS =,keean
3,چوي,چوي,VERB,VB,XPOS =,chaway
4,ڪو,ڪو,DET,DT,XPOS =,ko
5,ڪيئن,ڪيئن,ADV,RB,XPOS =,keean
6,چوي,چوي,VERB,VB,XPOS =,chaway
7,مان,مان,PRON,PRP,XPOS =,Maan
8,جوئي,جو,DET,DT,XPOS =,Joee
9,آهيان,آهيان,AUX,VB,XPOS =,Aahyaan
10,سوئي,سو,PRON,PRP,XPOS =,Soee
11,آهيان,آهيان,AUX,VB,XPOS =,Aahyaan
12,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪنهن,ڪنهن,DET,DT,XPOS =,kehn
2,کي,کي,ADP,IN,XPOS =,khe
3,ڌوڪو,ڌوڪو,NOUN,NN,XPOS =,dhoko
4,ڏيڻ,ڏي,VERB,VB,XPOS =,ddian
5,اصل,اصل,ADV,RB,XPOS =,Asul
6,۾,۾,ADP,IN,XPOS =,Me
7,پنهنجو,پنهنجو,PRON,PRP,XPOS =,pahenjo
8,پاڻ,پاڻ,PRON,PRP,XPOS =,paan
9,کي,کي,ADP,IN,XPOS =,khe
10,ڌوڪو,ڌوڪو,NOUN,NN,XPOS =,dhoko
11,ڏيڻ,ڏي,VERB,VB,XPOS =,ddian
12,هوندو,هوندو,VERB,VBG,XPOS =,Hoondo
13,آهي,آهي,AUX,VB,XPOS =,Aahay
14,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪنهن,ڪنهن,DET,DT,XPOS =,kehn
2,دور,دور,NOUN,NN,XPOS =,Daor
3,۾,۾,ADP,IN,XPOS =,Me
4,قوم,قوم,NOUN,NN,XPOS =,Qoam
5,جي,جي,ADP,IN,XPOS =,Je
6,بقا,بقا,NOUN,NN,XPOS =,Baqa
7,لاءِ,لاءِ,ADP,IN,XPOS =,Lae
8,جنگيون,جنگ,NOUN,NNS,XPOS =,Jangyoon
9,وڙهيون,وڙه,VERB,VB,XPOS =,wirrhyoon
10,وينديون,ويندي,VERB,VBG,XPOS =,Weendyoon
11,هيون,هيو,VERB,VBD,XPOS =,Huyo
12,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪمپيوٽر,ڪمپيوٽر,PROPN,NNP,XPOS =,computer
2,دنيا,دنيا,NOUN,NN,XPOS =,Duniyaa
3,کي,کي,ADP,IN,XPOS =,khe
4,ئي,ئي,ADV,RB,XPOS =,Ee
5,بدلائي,بدلائي,VERB,VB,XPOS =,Badlaaey
6,ڇڏيو,ڇڏ,VERB,VBD,XPOS =,chhaddyo
7,آهي,آهي,AUX,VB,XPOS =,Aahay
8,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪمپيوٽر,ڪمپيوٽر,PROPN,NNP,XPOS =,computer
2,جي,جي,ADP,IN,XPOS =,Je
3,ايجاد,ايجاد,NOUN,NN,XPOS =,Eejaad
4,دنيا,دنيا,NOUN,NN,XPOS =,Duniyaa
5,کي,کي,ADP,IN,XPOS =,khe
6,بدلائي,بدلائي,VERB,VB,XPOS =,Badlaaey
7,ڇڏيو,ڇڏ,VERB,VBD,XPOS =,chhaddyo
8,آهي,آهي,AUX,VB,XPOS =,Aahay
9,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪراچي,ڪراچي,PROPN,NNP,XPOS =,Karachi
2,جي,جي,ADP,IN,XPOS =,Je
3,موسم,موسم,NOUN,NN,XPOS =,Mosam
4,خراب,خراب,ADJ,JJ,XPOS =,Kharaab
5,ٿي,ٿي,VERB,VB,XPOS =,thee
6,وئي,وئي,VERB,VBD,XPOS =,Waee
7,آهي,آهي,AUX,VB,XPOS =,Aahay
8,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪراچي,ڪراچي,PROPN,NNP,XPOS =,Karachi
2,جو,جو,ADP,IN,XPOS =,Jo
3,پاڻي,پاڻي,NOUN,NN,XPOS =,paani
4,کارو,کار,ADJ,JJ,XPOS =,khaaro
5,آهي,آهي,AUX,VB,XPOS =,Aahay
6,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪتاب,ڪتاب,NOUN,NN,XPOS =,kitaab
2,سڀ,سڀ,ADJ,JJ,XPOS =,Sabh
3,کان,کان,ADP,IN,XPOS =,khaan
4,بهترين,بهتر,ADJ,JJ,XPOS =,Behtareen
5,دوست,دوست,NOUN,NN,XPOS =,Doast
6,آهي,آهي,AUX,VB,XPOS =,Aahay
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪتاب,ڪتاب,NOUN,NN,XPOS =,kitaab
2,پڙهڻ,پڙه,VERB,VB,XPOS =,parhan
3,سان,سان,ADP,IN,XPOS =,Saan
4,ڄاڻ,ڄاڻ,NOUN,NN,XPOS =,Jjaan
5,ملي,مل,VERB,VB,XPOS =,Milay
6,ٿي,ٿي,VERB,VB,XPOS =,thee
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪاوڙ,ڪاوڙ,ADJ,JJ,XPOS =,kaawar
2,هميشه,هميشه,ADV,RB,XPOS =,Hamesha
3,نقصان,نقصان,ADJ,JJ,XPOS =,Nuqsaan
4,ڏيندي,ڏي,VERB,VB,XPOS =,Deendi
5,آهي,آهي,AUX,VB,XPOS =,Aahay
6,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ڪاوڙ,ڪاوڙ,ADJ,JJ,XPOS =,kaawar
2,ماريندي,مار,VERB,VB,XPOS =,Maareendi
3,آ,آ,VERB,VB,XPOS =,Aa
4,۽,۽,CONJ,CC,XPOS =,Aen
5,مسڪراهٽ,مسڪراهٽ,NOUN,NN,XPOS =,Muskraahat
6,جيئاريندي,جيءُ,VERB,VB,XPOS =,Jeeaareendi
7,آ,آ,VERB,VB,XPOS =,Aa
8,.,.,PERIOD,-,XPOS =,Pooro Dam
1,کاڌو,کاڌ,NOUN,NN,XPOS =,khaadho
2,وقت,وقت,NOUN,NN,XPOS =,Waqt
3,تي,تي,ADP,PRP,XPOS =,Te
4,کائڻ,کاءِ,VERB,VB,XPOS =,khaaen
5,گھرجي,گھرج,AUX,VB,XPOS =,ghurjay
6,.,.,PERIOD,-,XPOS =,Pooro Dam
1,قيامت,قيامت,NOUN,NN,XPOS =,Qyaamat
2,تائين,تائين,ADP,IN,XPOS =,Taaeen
3,ڏک,ڏک,NOUN,NN,XPOS =,dukh
4,۽,۽,CONJ,CC,XPOS =,Aen
5,سک,سک,NOUN,NN,XPOS =,Sukh
6,،,،,PUNC,-,XPOS =,Behak ji nishaani
1,نيڪي,نيڪ,ADJ,JJ,XPOS =,Neki
2,۽,۽,CONJ,CC,XPOS =,Aen
3,بدي,بد,ADJ,JJ,XPOS =,Badi
4,گڏ,گڏ,ADV,RB,XPOS =,gadd
5,رهڻا,ره,VERB,VB,XPOS =,Rahanaa
6,آهن,آهي,AUX,VB,XPOS =,Aahin
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,قومن,قوم,NOUN,NNS,XPOS =,Qoaman
2,جي,جي,ADP,IN,XPOS =,Je
3,سڃاڻپ,سڃاڻ,NOUN,NN,XPOS =,Sughaanap
4,انهن,ان,DET,DT,XPOS =,Unahan
5,جي,جي,ADP,IN,XPOS =,Je
6,ٻولي,ٻول,NOUN,NN,XPOS =,boli
7,،,،,PUNC,-,XPOS =,Behak ji nishaani
1,ڌرتي,ڌرتي,NOUN,NN,XPOS =,dharti
2,۽,۽,CONJ,CC,XPOS =,Aen
3,ثقافت,ثقافت,NOUN,NN,XPOS =,Saqafat
4,سان,سان,ADP,IN,XPOS =,Saan
5,ٿيندي,ٿي,VERB,VBG,XPOS =,ee
6,آهي,آهي,AUX,VB,XPOS =,Aahay
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,فتح,فتح,NOUN,NN,XPOS =,Fateh
2,سدائين,سدا,ADV,RB,XPOS =,Sadaeen
3,حق,حق,NOUN,NN,XPOS =,Haq
4,جي,جي,ADP,IN,XPOS =,Je
5,ٿئي,ٿي,VERB,VB,XPOS =,theeay
6,ٿي,ٿي,VERB,VB,XPOS =,thee
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,غلط,غلط,ADJ,JJ,XPOS =,Ghalat
2,فيصلا,فيصلو,NOUN,NNS,XPOS =,Fesla
3,اڪثر,اڪثر,ADV,RB,XPOS =,Aksar
4,ڪاوڙ,ڪاوڙ,ADJ,JJ,XPOS =,kaawar
5,جي,جي,ADP,IN,XPOS =,Je
6,ڪري,ڪر,VERB,VB,XPOS =,karay
7,ٿين,ٿي,VERB,VB,XPOS =,thian
8,ٿا,ٿو,VERB,VB,XPOS =,thaa
9,.,.,PERIOD,-,XPOS =,Pooro Dam
1,غلامي,غلام,NOUN,NN,XPOS =,Ghulami
2,جي,جي,ADP,IN,XPOS =,Je
3,زندگي,زندگي,NOUN,NN,XPOS =,Zindagi
4,کان,کان,ADP,IN,XPOS =,khaan
5,عزت,عزت,NOUN,NN,XPOS =,izat
6,جو,جو,ADP,IN,XPOS =,Jo
7,موت,موت,NOUN,NN,XPOS =,Moat
8,بهتر,بهتر,ADJ,JJ,XPOS =,Behtar
9,آهي,آهي,AUX,VB,XPOS =,Aahay
10,.,.,PERIOD,-,XPOS =,Pooro Dam
1,غلام,غلام,NOUN,NN,XPOS =,Ghuam
2,رهڻ,ره,VERB,VB,XPOS =,Rahan
3,سان,سان,ADP,IN,XPOS =,Saan
4,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Maanhoo
5,منافق,منافق,ADJ,JJ,XPOS =,Munaafiq
6,ٿئي,ٿي,VERB,VB,XPOS =,theeay
7,ٿو,ٿو,VERB,VB,XPOS =,tho
8,.,.,PERIOD,-,XPOS =,Pooro Dam
1,عورت,عورت,NOUN,NN,XPOS =,Aurat
2,کي,کي,ADP,IN,XPOS =,khe
3,ان,ان,DET,DT,XPOS =,In
4,جا,جو,ADP,IN,XPOS =,Ja
5,حق,حق,NOUN,NN,XPOS =,Haq
6,ڏيڻ,ڏي,VERB,VB,XPOS =,ddian
7,گھرجن,گھرج,AUX,VB,XPOS =,ghurj
8,.,.,PERIOD,-,XPOS =,Pooro Dam
1,علم,علم,NOUN,NN,XPOS =,Ilm
2,صرف,صرف,ADV,RB,XPOS =,Sirf
3,نوڪري,نوڪر,NOUN,NN,XPOS =,Nokri
4,لاءِ,لاءِ,ADP,IN,XPOS =,Lae
5,نه,نه,ADV,RB,XPOS =,Na
6,پر,پر,CONJ,CC,XPOS =,per
7,ڄاڻ,ڄاڻ,NOUN,NN,XPOS =,Jjaan
8,لاءِ,لاءِ,ADP,IN,XPOS =,Lae
9,به,به,ADP,IN,XPOS =,Bi
10,حاصل,حاصل,NOUN,NN,XPOS =,Haasil
11,ڪرڻ,ڪر,VERB,VB,XPOS =,karan
12,گھرجي,گھرج,AUX,VB,XPOS =,ghurjay
13,.,.,PERIOD,-,XPOS =,Pooro Dam
1,علم,علم,NOUN,NN,XPOS =,Ilm
2,حاصل,حاصل,NOUN,NN,XPOS =,Haasil
3,ڪرڻ,ڪر,VERB,VB,XPOS =,karan
4,سان,سان,ADP,IN,XPOS =,Saan
5,حق,حق,NOUN,NN,XPOS =,Haq
6,۽,۽,CONJ,CC,XPOS =,Aen
7,سچ,سچ,NOUN,NN,XPOS =,sach
8,جي,جي,ADP,IN,XPOS =,Je
9,سڃاڻپ,سڃاڻپ,NOUN,NN,XPOS =,Sughaanap
10,ٿئي,ٿي,VERB,VB,XPOS =,theeay
11,ٿي,ٿي,VERB,VB,XPOS =,thee
12,.,.,PERIOD,-,XPOS =,Pooro Dam
1,علم,علم,NOUN,NN,XPOS =,Ilm
2,۽,۽,CONJ,CC,XPOS =,Aen
3,ڄاڻ,ڄاڻ,NOUN,NN,XPOS =,Pronunciation = Jjaan
4,انسان,انسان,NOUN,NN,XPOS =,Insaan
5,کي,کي,ADP,IN,XPOS =,khe
6,ڪامياب,ڪامياب,ADJ,JJ,XPOS =,kamyaab
7,بڻائين,بڻاءِ,VERB,VB,XPOS =,Bannaaeen
8,ٿا,ٿو,VERB,VB,XPOS =,thaa
9,.,.,PERIOD,-,XPOS =,Pooro Dam
1,طوطو,طوطو,PROPN,NNP,XPOS =,Toto
2,ڏڌ,ڏڌ,PROPN,NNP,XPOS =,Dudh
3,۽,۽,CONJ,CC,XPOS =,Aen
4,کچڻي,کچڻي,NOUN,NN,XPOS =,khichni
5,کائي,کاءِ,VERB,VB,XPOS =,Khaae
6,ٿو,ٿو,VERB,VB,XPOS =,tho
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,صبح,صبح,NOUN,NN,XPOS =,Subuh
2,جو,جو,ADP,IN,XPOS =,Jo
3,سير,سير,NOUN,NN,XPOS =,Ser
4,تندرستي,تندرست,NOUN,NN,XPOS =,Tandurusty
5,آهي,آهي,AUX,VB,XPOS =,Aahay
6,.,.,PERIOD,-,XPOS =,Pooro Dam
1,شرارت,شرارت,ADJ,JJ,XPOS =,Shirarat
2,جھڳڙن,جھڳڙو,NOUN,NNS,XPOS =,Jhagrran
3,جي,جي,ADP,IN,XPOS =,Je
4,جڙ,جڙ,NOUN,NN,XPOS =,Jarr
5,آهي,آهي,AUX,VB,XPOS =,Aahay
6,.,.,PERIOD,-,XPOS =,Pooro Dam
1,شام,شام,NOUN,NN,XPOS =,Shaam
2,جو,جو,ADP,IN,XPOS =,Jo
3,ٿڌي,ٿڌ,ADJ,JJ,XPOS =,thadhi
4,هير,هير,PROPN,NNP,XPOS =,Heer
5,گھلي,گھل,VERB,VB,XPOS =,gehlay
6,ٿي,ٿي,VERB,VB,XPOS =,thee
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,شازيه,شازيه,PROPN,NNP,XPOS =,Shazia
2,منهنجي,منهن,PRON,PRP,XPOS =,Muhnji
3,جان,جان,NOUN,NN,XPOS =,Jaan
4,آهي,آهي,AUX,VB,XPOS =,Aahay
5,.,.,PERIOD,-,XPOS =,Pooro Dam
1,ناهيد,ناهيد,PROPN,NNP,XPOS =,Naheed
2,سهڻي,سهڻي,ADJ,JJ,XPOS =,Suhni
3,ڇوڪري,ڇوڪرِ,NOUN,NN,XPOS =,chhokri
4,آهي,آهي,AUX,VB,XPOS =,Aahay
5,.,.,PERIOD,-,XPOS =,Pooro Dam
1,شازيه,شازيه,PROPN,NNP,XPOS =,Shazia
2,خوبصورت,خوبصورت,ADJ,JJ,XPOS =,Khoobsoorat
3,۽,۽,CONJ,CC,XPOS =,Aen
4,سهڻي,سهڻي,ADJ,JJ,XPOS =,Suhni
5,ڇوڪري,ڇوڪرِ,NOUN,NN,XPOS =,chhokri
6,آهي,آهي,AUX,VB,XPOS =,Aahay
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,شادي,شادي,NOUN,NN,XPOS =,Shaadi
2,کانپوءِ,کان,ADP,IN,XPOS =,Khaanpoe
3,عورت,عورت,NOUN,NN,XPOS =,Aurat
4,جي,جي,ADP,IN,XPOS =,Je
5,محبت,محبت,NOUN,NN,XPOS =,Muhbat
6,ختم,ختم,ADJ,JJ,XPOS =,Khatam
7,ٿي,ٿي,VERB,VB,XPOS =,thee
8,وڃي,وڃ,VERB,VB,XPOS =,waghhay
9,ٿي,ٿي,VERB,VB,XPOS =,thee
10,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سياري,سيارو,ADJ,JJ,XPOS =,Siyaaray
2,جي,جي,ADP,IN,XPOS =,Je
3,سخت,سخت,ADJ,JJ,XPOS =,Sakht
4,سردي,سرد,NOUN,NN,XPOS =,Sardi
5,۾,۾,ADP,IN,XPOS =,Me
6,هُو,هُو,DET,DT,XPOS =,Hoo
7,ڪم,ڪم,NOUN,NN,XPOS =,kam
8,ڪندو,ڪن,VERB,VBG,XPOS =,kando
9,رهيو,رهيو,VERB,VBD,XPOS =,Rahyo
10,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Sindhi
2,ماڻهو,ماڻهو,NOUN,NN,XPOS =,Maanhoo
3,سهڻا,سهڻو,ADJ,JJ,XPOS =,Suhanaa
4,۽,۽,CONJ,CC,XPOS =,Aen
5,سادا,سادو,ADJ,JJ,XPOS =,Saada
6,آهن,آهي,AUX,VB,XPOS =,Aahin
7,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Sindhi
2,دنيا,دنيا,NOUN,NN,XPOS =,Duniyaa
3,جي,جي,ADP,IN,XPOS =,Je
4,گھڻي,گھڻي,ADJ,JJ,XPOS =,Ghanni
5,پراڻي,پراڻ,ADJ,JJ,XPOS =,Puraani
6,ٻولي,ٻول,NOUN,NN,XPOS =,boli
7,آهي,آهي,AUX,VB,XPOS =,Aahay
8,جيڪا,جيڪو,DET,DT,XPOS =,Jekaa
9,ڪيترن,ڪيترو,ADJ,JJ,XPOS =,ketaran
10,ئي,ئي,ADV,RB,XPOS =,Ee
11,ملڪن,ملڪ,NOUN,NN,XPOS =,Mullkan
12,۾,۾,ADP,IN,XPOS =,Me
13,ڳالهائجي,ڳاله,VERB,VB,XPOS =,Ghaalhaaejay
14,ٿي,ٿي,VERB,VB,XPOS =,thee
15,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Sindhi
2,دنيا,دنيا,NOUN,NN,XPOS =,Duniyaa
3,جي,جي,ADP,IN,XPOS =,Je
4,پراڻي,پراڻ,ADJ,JJ,XPOS =,Puraani
5,ٻولي,ٻول,NOUN,NN,XPOS =,boli
6,۽,۽,CONJ,CC,XPOS =,Aen
7,قوم,قوم,NOUN,NN,XPOS =,Qoam
8,آهي,آهي,AUX,VB,XPOS =,Aahay
9,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Sindhi
2,تهذيب,تهذيب,NOUN,NN,XPOS =,Tahzeeb
3,دنيا,دنيا,NOUN,NN,XPOS =,Duniyaa
4,جي,جي,ADP,IN,XPOS =,Je
5,اڪثر,اڪثر,ADV,RB,XPOS =,Aksar
6,تهذيبن,تهذيب,NOUN,NNS,XPOS =,Tahzeebun
7,جي,جي,ADP,IN,XPOS =,Je
8,ماءُ,ماءُ,NOUN,NN,XPOS =,Maau
9,رهي,ره,VERB,VB,XPOS =,Rahay
10,آهي,آهي,AUX,VB,XPOS =,Aahay
11,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Sindhi
2,ٻولي,ٻول,NOUN,NN,XPOS =,boli
3,عربي,عرب,ADJ,JJ,XPOS =,Arabi
4,۽,۽,CONJ,CC,XPOS =,Aen
5,ديوناگري,ديوناگري,NOUN,NN,XPOS =,Devnaagri
6,طريقن,طريقو,NOUN,NNS,XPOS =,Tareeqan
7,سان,سان,ADP,IN,XPOS =,Saan
8,لکي,لک,VERB,VB,XPOS =,Likhay
9,۽,۽,CONJ,CC,XPOS =,Aen
10,پڙهي,پڙه,VERB,VB,XPOS =,parhay
11,وڃي,وڃ,VERB,VB,XPOS =,waghhay
12,ٿي,ٿي,VERB,VB,XPOS =,thee
13,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Sindhi
2,ٻولي,ٻول,NOUN,NN,XPOS =,boli
3,سڄي,سڄ,ADJ,JJ,XPOS =,Sajji
4,دنيا,دنيا,NOUN,NN,XPOS =,Duniyaa
5,۾,۾,ADP,IN,XPOS =,Me
6,ڳالهائي,ڳاله,VERB,VB,XPOS =,Ghaalhaae
7,وڃي,وڃ,VERB,VB,XPOS =,waghhay
8,ٿي,ٿي,VERB,VB,XPOS =,thee
9,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌي,سنڌ,PROPN,NNP,XPOS =,Sindhi
2,ٻولي,ٻول,NOUN,NN,XPOS =,boli
3,جو,جو,ADP,IN,XPOS =,Jo
4,شمار,شمار,ADJ,JJ,XPOS =,Shumaar
5,دنيا,دنيا,NOUN,NN,XPOS =,Duniyaa
6,جي,جي,ADP,IN,XPOS =,Je
7,قديم ترين,قديم,ADJ,JJ,XPOS =,Qadeemtareen
8,ٻولين,ٻول,NOUN,NNS,XPOS =,boolian
9,۾,۾,ADP,IN,XPOS =,Me
10,ٿئي,ٿي,VERB,VB,XPOS =,theeay
11,ٿو,ٿو,VERB,VB,XPOS =,tho
12,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌ,سنڌ,PROPN,NNP,XPOS =,Sindh
2,هڪ,هڪ,NUM,CD,XPOS =,Hik
3,خوشحال,خوش,ADJ,JJ,XPOS =,Khush'haal
4,خطو,خط,NOUN,NN,XPOS =,Khito
5,رهيو,رهيو,VERB,VBD,XPOS =,Rahyo
6,آهي,آهي,AUX,VB,XPOS =,Aahay
7,.,.,PERIOD,-,XPOS =,Pooro Dam
8,سنڌ,سنڌ,PROPN,NNP,XPOS =,Sindh
9,۾,۾,ADP,IN,XPOS =,Me
10,آ,آ,VERB,-,XPOS =,Aa
11,ساھ,ساھ,NOUN,NN,XPOS =,Saah
12,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌ,سنڌ,PROPN,NNP,XPOS =,Sindh
2,کانسواءِ,کان,ADP,IN,XPOS =,khaansiwaae
3,اسان,آءُ,PRON,PRP,XPOS =,Asaan
4,ڪجھ,ڪجھ,ADV,RB,XPOS =,kujh
5,به,به,ADP,IN,XPOS =,Bi
6,نه,نه,ADV,RB,XPOS =,Na
7,آهيون,آهي,AUX,VB,XPOS =,Aahyoon
8,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌ,سنڌ,PROPN,NNP,XPOS =,Sindh
2,دنيا,دنيا,NOUN,NN,XPOS =,Duniyaa
3,جي,جي,ADP,IN,XPOS =,Je
4,ڪيترين,ڪيترو,ADJ,JJ,XPOS =,ketarian
5,ئي,ئي,ADV,RB,XPOS =,Ee
6,تهذيبن,تهذيب,NOUN,NNS,XPOS =,Tahzeebun
7,جي,جي,ADP,IN,XPOS =,Je
8,ماءُ,ماءُ,NOUN,NN,XPOS =,Maau
9,آهي,آهي,AUX,VB,XPOS =,Aahay
10,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌ,سنڌ,PROPN,NNP,XPOS =,Sindh
2,جو,جو,ADP,IN,XPOS =,Jo
3,انب,انب,NOUN,NN,XPOS =,Amb
4,تمام,تمام,ADV,RB,XPOS =,Tamam
5,گھڻو,گھڻو,ADJ,JJ,XPOS =,Ghanno
6,مشهور,مشهور,ADJ,JJ,XPOS =,Mash'hoor
7,آهي,آهي,AUX,VB,XPOS =,Aahay
8,.,.,PERIOD,- ,XPOS =,Pooro Dam
1,سنڌ,سنڌ,PROPN,NNP,XPOS =,Sindh
2,تي,تي,ADP,PRP,XPOS =,Te
3,هميشه,هميشه,ADV,RB,XPOS =,Hamesha
4,ڌارين,ڌار,NOUN,NNS,XPOS =,dharyan
5,حملا,حملو,NOUN,NNS,XPOS =,Hamlo
6,ڪيا,ڪيو,VERB,VB,XPOS =,kaya
7,آهن,آهي,AUX,VB,XPOS =,Aahin
8,.,.,PERIOD,-,XPOS =,Pooro Dam
1,سنڌ,سنڌ,PROPN,NNP,XPOS =,Sindh
2,پاڪستان,پاڪستان,PROPN,NNP,XPOS =,Pakistan
3,جو,جو,ADP,IN,XPOS =,Jo
4,صوبو,صوبو,NOUN,NN,XPOS =,Sobo
5,آهي,آهي,AUX,VB,XPOS =,Aahay
6,۽,۽,CONJ,CC,XPOS =,Aen
